SampleID;PID;TripID;Sample;RouteURL;NewRouteURL;Sendes til Aarhus;DOFAtlasQuadrantID;LandUSeType;subLandUseType;decimalLatitudeStart;decimalLongitudeStart;decimalLatitudeEnd;decimalLongitudeEnd;geodecticDatum;Date;StartTime;EndTime;Wind;Temperature;Notes;PilotNotes;Difficultroute;FullySampled;NotFullySampledRoute;DidNotReturnSampling;MissingTemperature;MissingWind;MissingDate;MissingTime;IncompleteTime;DifferentDatesForRoute;IncompleteDate;NotFullRoute;AlternativeRoute
P17.2A;P17;2A;sa3;https://goo.gl/maps/Dcau1TRvmAP2;;;4768;urban;;;;;;;15-06-2018;13:00:00;13:24:00;Gentle breeze 3.4-5.5;20-25;;From Lundgårdsvej 25 -> Ørnevej 39 -> Lundgårdsvej 25. Sun and occasional clouds. 5-10 tordenfluer outside net.;;yes;;;;;;;;;;;
P17.2B;P17;2B;sa4;https://goo.gl/maps/Dcau1TRvmAP2;;;4768;urban;;;;;;;15-06-2018;19:01:00;19:30:00;Gentle breeze 3.4-5.5;20-25;;Lundgårdhave 25 -> ørnevej 39 -> lundgårdshave 25. Sunshine, few clouds.;;yes;;;;;;;;;;;
P170.1A;P170;1A;sa1;https://goo.gl/maps/DBtgWHQYWZB2;;x;5509;mark;intensive, semi-intensive;;;;;;27-06-2018;14:50:00;15:10:00;Gentle breeze 3.4-5.5;25-30;Described as an Indiana Jones route by the volunteer, needs revision in 2019;"It was quite an ""Indiana Jones"" trip, so it took a little longer to drive the trip than expected. So we finnished a little late. We hope it will do.";yes;yes;;;;;;;;;;;
P170.1B;P170;1B;sa2;https://goo.gl/maps/DBtgWHQYWZB2;;x;5509;mark;intensive, semi-intensive;;;;;;27-06-2018;18:00:00;18:21:00;Light Breeze 1.6-3.3;25-30;Described as an Indiana Jones route by the volunteer, needs revision in 2019;;yes;yes;;;;;;;;;;;
P170.2A;P170;2A;sa3;https://goo.gl/maps/u9BPAi78vBr;;;5400;tør;overdrev;;;;;;30-06-2018;13:25:00;13:40:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P170.2B;P170;2B;sa4;https://goo.gl/maps/u9BPAi78vBr;;;5400;tør;overdrev;;;;;;30-06-2018;17:15:00;17:34:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P171.1A;P171;1A;sa1;https://goo.gl/maps/qEBruag7Xdq;;;3687;våd;eng;;;;;;03-06-2018;12:00:00;12:12:00;Moderate breeze 5.5-7.9;20-25;Wind noted as gentle to moderate (rounded up);;;yes;;;;;;;;;;;
P171.1B;P171;1B;sa2;https://goo.gl/maps/qEBruag7Xdq;;;3687;våd;eng;;;;;;03-06-2018;19:31:00;19:40:00;Moderate breeze 5.5-7.9;20-25;Wind noted as gentle to moderate (rounded up);;;yes;;;;;;;;;;;
P171.2A;P171;2A;sa3;https://goo.gl/maps/mgekzMYnpLm;;;3677;urban;;;;;;;05-06-2018;12:15:00;12:24:00;Moderate breeze 5.5-7.9;20-25;Wind noted as gentle to moderate (rounded up);;;yes;;;;;;;;;;;
P171.2B;P171;2B;sa4;https://goo.gl/maps/mgekzMYnpLm;;;3677;urban;;;;;;;05-06-2018;17:16:00;17:23:00;Moderate breeze 5.5-7.9;20-25;Wind noted as gentle to moderate (rounded up);;;yes;;;;;;;;;;;
P172.1A;P172;1A;sa1;https://goo.gl/maps/Rk8TfNTEkFv;;;5724;urban;;;;;;;03-06-2018;12:00:00;12:20:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P172.1B;P172;1B;sa2;https://goo.gl/maps/Rk8TfNTEkFv;;;5724;urban;;;;;;;03-06-2018;18:00:00;18:20:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P172.2A;P172;2A;sa3;https://goo.gl/maps/ZzBeFZZkPTJ2;;;5723;mark;intensive, extensive, semi-intensive;;;;;;03-06-2018;12:35:00;12:55:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P172.2B;P172;2B;sa4;https://goo.gl/maps/ZzBeFZZkPTJ2;;;5723;mark;intensive, extensive, semi-intensive;;;;;;03-06-2018;18:35:00;18:55:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P173.1A;P173;1A;sa1;https://goo.gl/maps/esSJd3DPpH92;;x;4773;skov;;;;;;;02-06-2018;13:51:00;14:15:00;Light Breeze 1.6-3.3;25-30;part of route private road, need revision if used in 2019. Pilot drove it anyway;Through private forest - driving not permitted. Did it nonetheless, but maybe there shoudl be found another route next year? Fields, fishinglake, forest;yes;yes;;;;;;;;;;;
P173.1B;P173;1B;sa2;https://goo.gl/maps/esSJd3DPpH92;;x;4773;skov;;;;;;;02-06-2018;19:10:00;19:32:00;Light Breeze 1.6-3.3;25-30;part of route private road, need revision if used in 2019. Pilot drove it anyway;See P173.1A;yes;yes;;;;;;;;;;;
P173.2A;P173;2A;sa3;https://goo.gl/maps/z16reDX9kVQ2;;x;4762;våd;eng, mose, sø;;;;;;08-06-2018;12:30:00;12:52:00;Gentle breeze 3.4-5.5;25-30;part of route private road, need revision if used in 2019. Pilot obtained permission this year;Blue sky, no rain for several days;yes;yes;;;;;;;;;;;
P173.2B;P173;2B;sa4;https://goo.gl/maps/z16reDX9kVQ2;;x;4762;våd;eng, mose, sø;;;;;;08-06-2018;18:45:00;19:07:00;Light Breeze 1.6-3.3;25-30;part of route private road, need revision if used in 2019. Pilot obtained permission this year;"""Bredholt"" is a private way. There has to be asked for permission at the farm just at the start of the road. The weather: Blue sky with veil clouds";yes;yes;;;;;;;;;;;
P174.1A;P174;1A;sa1;https://goo.gl/maps/hhsTvviAc752;;;4758;tør;overdrev;;;;;;05-06-2018;13:20:00;13:45:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P174.1B;P174;1B;sa2;https://goo.gl/maps/hhsTvviAc752;;;4758;tør;overdrev;;;;;;05-06-2018;18:00:00;18:25:00;Gentle breeze 3.4-5.5;20-25;Pilot noted 20 degrees (rounded up);;;yes;;;;;;;;;;;
P174.2A;P174;2A;sa3;https://goo.gl/maps/7pbARgy9nF22;;;4759;våd;eng, mose, sø;;;;;;30-06-2018;13:00:00;13:15:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P174.2B;P174;2B;sa4;https://goo.gl/maps/7pbARgy9nF22;;;4759;våd;eng, mose, sø;;;;;;30-06-2018;18:45:00;19:00:00;Gentle breeze 3.4-5.5;20-25;Pilot noted 20 degrees (rounded up);;;yes;;;;;;;;;;;
P175.1A;P175;1A;sa1;https://goo.gl/maps/5qe5jZE2XPx;;;5663;mark;intensive, extensive;;;;;;08-06-2018;12:17:00;12:35:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P175.1B;P175;1B;sa2;https://goo.gl/maps/5qe5jZE2XPx;;;5663;mark;intensive, extensive;;;;;;08-06-2018;18:17:00;18:35:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P175.2A;P175;2A;sa3;https://goo.gl/maps/VqAMaBop7h52;;;5673;mark;intensive, extensive, semi-intensive;;;;;;08-06-2018;12:57:00;13:16:00;;25-30;Missing wind note;;;no;yes;;;yes;;;;;;;
P175.2B;P175;2B;sa4;https://goo.gl/maps/VqAMaBop7h52;;;5673;mark;intensive, extensive, semi-intensive;;;;;;08-06-2018;18:53:00;19:07:00;Light Breeze 1.6-3.3;20-25;;Many insects in the net, that never got to the bag;;yes;yes;;;;;;;;;;
P176.1A;P176;1A;sa1;https://goo.gl/maps/tyup3zbXRxw;;;6633;tør;overdrev;;;;;;28-06-2018;13:30:00;13:50:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P176.1B;P176;1B;sa2;https://goo.gl/maps/tyup3zbXRxw;;;6633;tør;overdrev;;;;;;28-06-2018;18:05:00;18:25:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P176.2A;P176;2A;sa3;https://goo.gl/maps/mSf8uwQwzCx;;;6654;skov;;;;;;;10-06-2018;12:30:00;12:55:00;Gentle breeze 3.4-5.5;25-30;Pilot noted 25 degrees (rounded up);;;yes;;;;;;;;;;;
P176.2B;P176;2B;sa4;https://goo.gl/maps/mSf8uwQwzCx;;;6654;skov;;;;;;;10-06-2018;19:00:00;19:30:00;Gentle breeze 3.4-5.5;15-20;;;;yes;;;;;;;;;;;
P177.1A;P177;1A;sa1;https://goo.gl/maps/k1Num45toFH2;;;6593;våd, mark;mose, intensive, extensive, semi-intensive;;;;;;01-06-2018;14:15:00;14:30:00;Light Breeze 1.6-3.3;25-30;Pilot drove only one way;Drivingspeed around 40 kmprh. Note method mistake - did not drive the return. Sorry!;;no;yes;;;;;;;;;yes;
P177.1B;P177;1B;sa2;https://goo.gl/maps/k1Num45toFH2;;;6593;våd, mark;mose, intensive, extensive, semi-intensive;;;;;;01-06-2018;19:13:00;19:21:00;Light Breeze 1.6-3.3;20-25;Pilot drove only one way;Drivingspeed around 50 kmprh. Note method mistake - did not drive the return. Sorry!;;no;yes;;;;;;;;;yes;
P177.2A;P177;2A;sa3;https://goo.gl/maps/GHNi9pgg3Aq;;;7503;skov;;;;;;;06-06-2018;12:21:00;12:39:00;Moderate breeze 5.5-7.9;20-25;;Driven carefully after the directions;;yes;;;;;;;;;;;
P177.2B;P177;2B;sa4;https://goo.gl/maps/GHNi9pgg3Aq;;;7503;skov;;;;;;;06-06-2018;19:04:00;19:22:00;Moderate breeze 5.5-7.9;20-25;;Driven carefully after the directions;;yes;;;;;;;;;;;
P178.1A;P178;1A;sa1;https://goo.gl/maps/DpNKPE98TxC2;;;6630;skov;;;;;;;27-06-2018;13:45:00;14:10:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P178.1B;P178;1B;sa2;https://goo.gl/maps/DpNKPE98TxC2;;;6630;skov;;;;;;;27-06-2018;18:04:00;18:23:00;Light Breeze 1.6-3.3;25-30;pilot noted 25 degrees (rounded up);;;yes;;;;;;;;;;;
P178.2A;P178;2A;sa3;https://goo.gl/maps/7Dn8HZ9Jp6G2;;;6631;mark;intensive, extensive, semi-intensive;;;;;;27-06-2018;14:35:00;14:55:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P178.2B;P178;2B;sa4;https://goo.gl/maps/7Dn8HZ9Jp6G2;;;6631;mark;intensive, extensive, semi-intensive;;;;;;27-06-2018;17:22:00;17:40:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P179.1A;P179;1A;sa1;https://goo.gl/maps/aMgckhRdvpn;;;5655;mark;intensive, extensive, semi-intensive;;;;;;09-06-2018;12:50:00;13:10:00;Light Breeze 1.6-3.3;20-25;Pilot noted between 0-2 m pr s. Different dates 1A1B;;;yes;yes;;;;;;;yes;;;
P179.1B;P179;1B;sa2;https://goo.gl/maps/aMgckhRdvpn;;;5655;mark;intensive, extensive, semi-intensive;;;;;;10-06-2018;18:42:00;19:01:00;Light Breeze 1.6-3.3;15-20;Different dates 1A1B;It has been raining a bit this afternoon. No rain after 18.00;;yes;yes;;;;;;;yes;;;
P179.2A;P179;2A;sa3;https://goo.gl/maps/hrTCaSE46a22;;;5665;skov;;;;;;;09-06-2018;13:32:00;13:51:00;Light Breeze 1.6-3.3;20-25;Pilot noted between 0-2 m pr s. Different dates 2A2B;;;yes;yes;;;;;;;yes;;;
P179.2B;P179;2B;sa4;https://goo.gl/maps/hrTCaSE46a22;;;5665;skov;;;;;;;10-06-2018;19:20:00;19:41:00;Light Breeze 1.6-3.3;15-20;Different dates 2A2B;;;yes;yes;;;;;;;yes;;;
P18.1A;P18;1A;sa1;https://goo.gl/maps/umMj3yUXKbC2;https://goo.gl/maps/tgLyBWfxQBu;x;4481;skov;;;;;;;28-06-2018;14:10:00;14:24:00;Light Breeze 1.6-3.3;25-30;They drove the same route all four times (1 + 2). Different dates 1A1B;Driven at Kvasbrovej, got a new route;;yes;yes;;;;;;;yes;;;
P18.1B;P18;1B;sa2;https://goo.gl/maps/umMj3yUXKbC2;https://goo.gl/maps/tgLyBWfxQBu;x;4481;skov;;;;;;;29-06-2018;19:14:00;19:28:00;Moderate breeze 5.5-7.9;20-25;They drove the same route all four times. Different dates 1A1B. Pilot noted wind gentle/moderate (rounded up);;;yes;yes;;;;;;;yes;;;
P18.2A;P18;2A;sa3;https://goo.gl/maps/G6J5SW6HtoR2;https://goo.gl/maps/tgLyBWfxQBu;x;4491;skov;;;;;;;25-06-2018;13:30:00;14:30:00;Gentle breeze 3.4-5.5;25-30;Note that they used an hour! Quadrant and landusetype fits original route. They drove the same route all four times. Different dates 2A2B. Pilot noted 25 degrees (rounded up);Was stuck in a gap, the road was quite impassable, got new route/Kvasbrovej later;;yes;yes;;;;;;;yes;;;
P18.2B;P18;2B;sa4;https://goo.gl/maps/G6J5SW6HtoR2;https://goo.gl/maps/tgLyBWfxQBu;x;4491;skov;;;;;;;30-06-2018;19:35:00;19:50:00;Light Breeze 1.6-3.3;15-20;Quadrant and landusetype fits original route. They drove the same route all four times. Different dates 2A2B.;Got stuck in a gap in the road, the road was impassible, got new route;;yes;yes;;;;;;;yes;;;
P180.1A;P180;1A;sa1;https://goo.gl/maps/kXTGSRNLtk82;;;6783;urban;;;;;;;02-06-2018;12:58:00;13:18:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P180.1B;P180;1B;sa2;https://goo.gl/maps/kXTGSRNLtk82;;;6783;urban;;;;;;;02-06-2018;17:45:00;18:03:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P180.2A;P180;2A;sa3;https://goo.gl/maps/cjXUFEiTdH32;;;6774;skov;;;;;;;02-06-2018;12:09:00;12:31:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P180.2B;P180;2B;sa4;https://goo.gl/maps/cjXUFEiTdH32;;;6774;skov;;;;;;;02-06-2018;17:10:00;17:28:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P181.1A;P181;1A;sa1;https://goo.gl/maps/hh6rqXe93Rk;;;3858;våd;mose, sø;;;;;;02-06-2018;12:46:00;13:14:00;Moderate breeze 5.5-7.9;20-25;Pilot noted gentle to moderate wind (rounded up);;;yes;;;;;;;;;;;
P181.1B;P181;1B;sa2;https://goo.gl/maps/hh6rqXe93Rk;;;3858;våd;mose, sø;;;;;;02-06-2018;19:35:00;19:57:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P181.2A;P181;2A;sa3;https://goo.gl/maps/fCwMbi3uK6v;;;3760;våd;eng, mose, sø;;;;;;26-06-2018;14:13:00;14:44:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P181.2B;P181;2B;sa4;https://goo.gl/maps/fCwMbi3uK6v;;;3760;våd;eng, mose, sø;;;;;;26-06-2018;19:29:00;19:53:00;Moderate breeze 5.5-7.9;20-25;;;;yes;;;;;;;;;;;
P182.1A;P182;1A;sa1;https://goo.gl/maps/MQY7DvWucTr;;;3764;tør;overdrev;;;;;;15-06-2018;14:17:00;14:40:00;Gentle breeze 3.4-5.5;15-20;;;;yes;;;;;;;;;;;
P182.1B;P182;1B;sa2;https://goo.gl/maps/MQY7DvWucTr;;;3764;tør;overdrev;;;;;;15-06-2018;18:25:00;18:43:00;Gentle breeze 3.4-5.5;20-25;Pilot noted 20 degrees (rounded up);;;yes;;;;;;;;;;;
P182.2A;P182;2A;sa3;https://goo.gl/maps/iUEnmdcTzWH2;;;3784;mark;intensive, extensive;;;;;;02-06-2018;13:59:00;14:25:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P182.2B;P182;2B;sa4;https://goo.gl/maps/iUEnmdcTzWH2;;;3784;mark;intensive, extensive;;;;;;02-06-2018;17:26:00;17:43:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P183.1A;P183;1A;sa1;https://goo.gl/maps/nqhiTLA3znM2;;x;3624;tør;hede;;;;;;27-06-2018;13:15:00;14:00:00;Light Breeze 1.6-3.3;20-25;Route not possible, new route 2019. Private road. Drove alternative. Pilot sent mail with description of alternative route, but the discription is not possible to understand;;yes;no;yes;;;;;;;;;;yes
P183.1B;P183;1B;sa2;https://goo.gl/maps/nqhiTLA3znM2;;x;3624;tør;hede;;;;;;27-06-2018;18:35:00;19:00:00;Light Breeze 1.6-3.3;20-25;Route not possible, new route 2019. Private road. Drove alternative. Pilot sent mail with description of alternative route, but the discription is not possible to understand;;yes;no;yes;;;;;;;;;;yes
P183.2A;P183;2A;sa3;https://goo.gl/maps/fb5wxZYFjTM2;;;2695;tør;hede, overdrev;;;;;;27-06-2018;12:00:00;12:20:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P183.2B;P183;2B;sa4;https://goo.gl/maps/fb5wxZYFjTM2;;;2695;tør;hede, overdrev;;;;;;27-06-2018;17:05:00;17:25:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P184.1A;P184;1A;sa1;https://goo.gl/maps/1cTK97qeFT62;https://goo.gl/maps/7vBBcQBi8Lq;x;2525;tør;hede;;;;;;12-06-2018;13:23:00;13:32:00;Gentle breeze 3.4-5.5;15-20;Got new route. Quadrant and landusetype fits original route.;Start: Midtvej crosses Præstevej. 5 km;;yes;;;;;;;;;;;
P184.1B;P184;1B;sa2;https://goo.gl/maps/1cTK97qeFT62;https://goo.gl/maps/7vBBcQBi8Lq;x;2525;tør;hede;;;;;;12-06-2018;17:40:00;17:48:00;Gentle breeze 3.4-5.5;15-20;Got new route. Quadrant and landusetype fits original route.;Modified route, see mail. The Swallows flew low, but no rain;;yes;;;;;;;;;;;
P184.2A;P184;2A;sa3;https://goo.gl/maps/yZyMk6xGub32;https://goo.gl/maps/MJHVoQbd4b62;x;2526;tør;hede;;;;;;12-06-2018;12:52:00;13:03:00;Gentle breeze 3.4-5.5;15-20;Got new route. Quadrant and landusetype fits original route.;Route modified, see mail;;yes;;;;;;;;;;;
P184.2B;P184;2B;sa4;https://goo.gl/maps/yZyMk6xGub32;https://goo.gl/maps/MJHVoQbd4b62;x;2526;tør;hede;;;;;;12-06-2018;17:12:00;17:23:00;Gentle breeze 3.4-5.5;15-20;Got new route. Quadrant and landusetype fits original route.;Modified route, see mail. The swallows flew low!;;yes;;;;;;;;;;;
P185.1A;P185;1A;sa1;https://goo.gl/maps/NwmtghbttUz;;;3544;skov;;;;;;;24-06-2018;13:30:00;13:52:00;Light Breeze 1.6-3.3;15-20;;;;yes;;;;;;;;;;;
P185.1B;P185;1B;sa2;https://goo.gl/maps/NwmtghbttUz;;;3544;skov;;;;;;;24-06-2018;18:45:00;19:07:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P185.2A;P185;2A;sa3;https://goo.gl/maps/dxsbSPuQoax;;;3535;tør;hede, overdrev;;;;;;24-06-2018;12:00:00;12:20:00;Light Breeze 1.6-3.3;15-20;;;;yes;;;;;;;;;;;
P185.2B;P185;2B;sa4;https://goo.gl/maps/dxsbSPuQoax;;;3535;tør;hede, overdrev;;;;;;24-06-2018;19:20:00;19:40:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P186.1A;P186;1A;sa1;https://goo.gl/maps/4q7eXNpuqaw;;;3595;mark;intensive, extensive;;;;;;02-06-2018;14:15:00;14:40:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P186.1B;P186;1B;sa2;https://goo.gl/maps/4q7eXNpuqaw;;;3595;mark;intensive, extensive;;;;;;02-06-2018;17:45:00;18:10:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P186.2A;P186;2A;sa3;https://goo.gl/maps/i7TFwCynwyN2;;;3596;våd;eng, mose, sø;;;;;;05-06-2018;14:00:00;14:40:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P186.2B;P186;2B;sa4;https://goo.gl/maps/i7TFwCynwyN2;;;3596;våd;eng, mose, sø;;;;;;05-06-2018;19:10:00;19:50:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P187.1A;P187;1A;sa1;https://goo.gl/maps/5CRQCW8MvYs;;x;4527;skov;;;;;;;09-06-2018;12:40:00;13:17:00;Light Breeze 1.6-3.3;20-25;Part of route is private, pilot obtained permission this year, but the route needs revision in 2019.;The route is a gravel road through forest. Private road with driving forbidden. Got the permission this year, but we should ask next year. Low speed. Thin clouds with sunshine. No wind in the forest.;yes;yes;;;;;;;;;;;
P187.1B;P187;1B;sa2;https://goo.gl/maps/5CRQCW8MvYs;;x;4527;skov;;;;;;;09-06-2018;17:18:00;17:52:00;Light Breeze 1.6-3.3;20-25;Part of route is private, pilot obtained permission this year, but the route needs revision in 2019.;The route is a gravel road through forest. Private road with driving forbidden. Got the permission this year, but we should ask next year. Low speed. Thin clouds with sunshine. No wind in the forest.;yes;yes;;;;;;;;;;;
P187.2A;P187;2A;sa3;https://goo.gl/maps/NAAsBXepK4J2;;;4517;våd;sø, mose, eng;;;;;;26-06-2018;12:42:00;13:00:00;Light Breeze 1.6-3.3;25-30;;It has been raining a lot and and very windy the last many days. First day with light wind.;;yes;;;;;;;;;;;
P187.2B;P187;2B;sa4;https://goo.gl/maps/NAAsBXepK4J2;;;4517;våd;sø, mose, eng;;;;;;26-06-2018;17:13:00;17:30:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P188.1A;P188;1A;sa1;https://goo.gl/maps/wbGa5A55rLq;https://goo.gl/maps/wbGa5A55rLq;x;4446;våd;eng, mose, strandeng, sø;;;;;;30-06-2018;13:25:00;13:51:00;Gentle breeze 3.4-5.5;20-25;Original route not in this spreadsheet, but quadrant and land use information is the same, difficult route to drive, needs revision in 2019;Gravel road most of the route, 100 meters asphalt. 20-40 kmprh, sometimes 10 kmprh. Branches hit the net a few times (forest);yes;yes;;;;;;;;;;;
P188.1B;P188;1B;sa2;https://goo.gl/maps/wbGa5A55rLq;https://goo.gl/maps/wbGa5A55rLq;x;4446;våd;eng, mose, strandeng, sø;;;;;;30-06-2018;19:05:00;19:30:00;Gentle breeze 3.4-5.5;15-20;Original route not in this spreadsheet, but quadrant and land use information is the same, difficult route to drive, needs revision in 2019;Gravel road most of the route, 100 meters asphalt. 20-40 km/h, sometimes 10 km/h. Branches hit the net a few times (forest). Some leafs in the net, did not remove so the insects could escape. Sunshine;yes;yes;;;;;;;;;;;
P188.2A;P188;2A;sa3;https://goo.gl/maps/wB5iqUhuHiQ2;;;4437;urban;;;;;;;07-06-2018;14:25:00;14:43:00;Gentle breeze 3.4-5.5;25-30;;Sunshine;;yes;;;;;;;;;;;
P188.2B;P188;2B;sa4;https://goo.gl/maps/wB5iqUhuHiQ2;;;4437;urban;;;;;;;07-06-2018;19:28:00;19:44:00;Light Breeze 1.6-3.3;20-25;;Sunshine;;yes;;;;;;;;;;;
P189.1A;P189;1A;sa1;https://goo.gl/maps/fsMuZJ1fae82;;;4408;urban;;;;;;;01-06-2018;12:10:00;12:29:00;Gentle breeze 3.4-5.5;25-30;;As we drove in urban areas with more speed humps, we could not keep 50 kmprh in average;;yes;;;;;;;;;;;
P189.1B;P189;1B;sa2;https://goo.gl/maps/fsMuZJ1fae82;;;4408;urban;;;;;;;01-06-2018;18:35:00;18:55:00;Light Breeze 1.6-3.3;20-25;Pilot noted 1 m pr s - rounded up;;;yes;;;;;;;;;;;
P189.2A;P189;2A;sa3;https://goo.gl/maps/vL6bbU9i1qH2;;;4407;mark;intensive;;;;;;02-06-2018;13:33:00;13:48:00;Light Breeze 1.6-3.3;25-30;Pilot noted 1 m pr s - rounded up;;;yes;;;;;;;;;;;
P189.2B;P189;2B;sa4;https://goo.gl/maps/vL6bbU9i1qH2;;;4407;mark;intensive;;;;;;02-06-2018;17:28:00;17:44:00;Gentle breeze 3.4-5.5;25-30;;Could not close the Whirl-pak, a better guidance could be usefull next year :-);;yes;;;;;;;;;;;
P19.1A;P19;1A;sa1;https://goo.gl/maps/FrKBK1N5rGK2;;;4233;våd;eng, mose;57442825;10115573;57444304;10099843;;28-06-2018;12:47:00;13:10:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P19.1B;P19;1B;sa2;https://goo.gl/maps/FrKBK1N5rGK2;;;4233;våd;eng, mose;57442825;10115573;57444304;10099843;;28-06-2018;18:34:00;18:55:00;Moderate breeze 5.5-7.9;20-25;;;;yes;;;;;;;;;;;
P19.2A;P19;2A;sa3;https://goo.gl/maps/hDudCbdnTgo;https://goo.gl/maps/BZosgKXhpUk;x;4224;våd;eng, mose;57482330;10042207;57498868;10054086;;28-06-2018;14:00:00;14:20:00;Gentle breeze 3.4-5.5;25-30;Quadrant and landusetype fits original route;;;yes;;;;;;;;;;;
P19.2B;P19;2B;sa4;https://goo.gl/maps/hDudCbdnTgo;https://goo.gl/maps/BZosgKXhpUk;x;4224;våd;eng, mose;57482330;10042207;57498868;10054086;;28-06-2018;19:21:00;19:42:00;Moderate breeze 5.5-7.9;20-25;Quadrant and landusetype fits original route;;;yes;;;;;;;;;;;
P190.1A;P190;1A;sa1;https://goo.gl/maps/CGbxcFJWGLA2;;;4599;urban;;;;;;;08-06-2018;12:00:00;12:25:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P190.1B;P190;1B;sa2;https://goo.gl/maps/CGbxcFJWGLA2;;;4599;urban;;;;;;;08-06-2018;18:25:00;18:40:00;Light Breeze 1.6-3.3;25-30;Pilot noted 25 degrees, rounded up.;Windless;;yes;;;;;;;;;;;
P190.2A;P190;2A;sa3;https://goo.gl/maps/KV9UuucxPbm;;;4589;skov;;;;;;;08-06-2018;12:30:00;12:48:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P190.2B;P190;2B;sa4;https://goo.gl/maps/KV9UuucxPbm;;;4589;skov;;;;;;;08-06-2018;18:49:00;17:06:00;Light Breeze 1.6-3.3;25-30;Pilot wrote 25 degrees.;Windless;;yes;;;;;;;;;;;
P191.1A;P191;1A;sa1;https://goo.gl/maps/2gnMBGKVwC52;;;;skov;;;;;;;12-06-2018;14:15:00;14:40:00;Gentle breeze 3.4-5.5;15-20;Pilot noted light to gentle wind - rounded up;;;yes;;;;;;;;;;;
P191.1B;P191;1B;sa2;https://goo.gl/maps/2gnMBGKVwC52;;;;skov;;;;;;;12-06-2018;18:46:00;19:08:00;Gentle breeze 3.4-5.5;15-20;;;;yes;;;;;;;;;;;
P191.2A;P191;2A;sa3;https://goo.gl/maps/ojiUe2ehrET2;;;;;;;;;;;;;;;;Has not sampled on route 2;;;no;yes;yes;;;;;;;;;
P191.2B;P191;2B;sa4;https://goo.gl/maps/ojiUe2ehrET2;;;;;;;;;;;;;;;;Has not sampled on route 2;;;no;yes;yes;;;;;;;;;
P192.1A;P192;1A;sa1;https://goo.gl/maps/QxMRGMAUWkA2;;;;;;;;;;;28-06-2018;14:05:00;14:20:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P192.1B;P192;1B;sa2;https://goo.gl/maps/QxMRGMAUWkA2;;;;;;;;;;;28-06-2018;17:50:00;18:08:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P192.2A;P192;2A;sa3;https://goo.gl/maps/L2W4ZG3jkWw;;;;;;;;;;;28-06-2018;17:15:00;17:30:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
